4	1
12	2.79
14	2.36
44	2
46	3
48	2.04
49	2.34
51	3
52	3
56	3
63	3
65	2.99
67	2.96
69	2.99
70	3
71	2.94
77	2.996
80	1.98
86	2.81
87	1
90	2.18
98	3
102	2
105	1
107	3
126	2.02
131	2
135	2
142	3
150	3
151	3
159	2.59
163	3
165	2.72
168	3
174	2.78
180	2.82
190	2
192	3
193	1.63
204	2
205	3
206	3
210	2.92
213	2.88
217	2
220	3
244	2
245	2.98
249	3
254	3
255	2
257	3
261	2.38
262	2.98
263	3
276	2.95
277	2.82
278	2.43
280	2.81
